novelty	novelty_sigma	transience	transience_sigma	resonance	resonance_sigma	nslices	tslices	member-ref	role	date	speech_id
0.0	0.0	0.004475098020080984	0.0015235068016725007	0.0	0.0	0	98				
0.00519783464977964	0.0	0.005717277507477045	0.0015790987525126855	0.0	0.0	0	98				
0.003015838396661451	0.002054043805335908	0.005032956418853104	0.0016800189701641614	0.0	0.0	0	98				
0.005346894821690485	0.00025920894809273255	0.00478334714347634	0.0012994032155675393	0.0	0.0	0	98				
0.013502141338425786	0.0016079137524438376	0.013072324786202998	0.0024973253055859696	0.0	0.0	0	98				
0.00590721867713293	0.001311901863899676	0.00604319851377278	0.0010917245272440178	0.0	0.0	0	98				
0.006422698940452787	0.003343927547867889	0.0025595287054853764	0.0016209189466889176	0.0	0.0	0	98				
0.005819489501595409	0.0038297283373086724	0.0027174386925594637	0.0016314567500473165	0.0	0.0	0	98				
0.004938905603890334	0.003452184488152635	0.0026504754769637517	0.0013737440044773585	0.0	0.0	0	98				
0.004648097251782335	0.0035778762128454776	0.0025936671210919434	0.001585411477191915	0.0	0.0	0	98				
0.011966739372097083	0.003965994037958244	0.014121360544554444	0.0022297917968533885	-0.0021546211724573616	0.003097892917405816	0	98				
0.005570380119636925	0.004191135358894596	0.0026557327049735913	0.001122286889588717	0.002914647414663334	0.0026567111242416564	0	98				
0.005440098964156263	0.00438525976518875	0.002971201574388205	0.0012920853549563576	0.0024688973897680575	0.002838672560072554	0	98				
0.005006282950868311	0.004118384199192193	0.002736428399811828	0.0012657368940240468	0.002269854551056483	0.00269206054660812	0	98				
0.007456328038963753	0.0021741646529156956	0.007443991944894855	0.0014303732726787795	1.2336094068898448e-05	0.0018022689627972374	0	98				
0.005822278068324587	0.0026519381990228654	0.004746454430746732	0.0008779258055896718	0.0010758236375778543	0.0017649320023062685	0	98				
0.005029788748478683	0.004197893962368494	0.0025899621717988927	0.0010007046726940002	0.0024398265766797903	0.002599299317531247	0	98				
0.0056401249918796624	0.00482884235545731	0.0027736159013603996	0.0009309778915119741	0.002866509090519263	0.002879910123484642	0	98				
0.004228010696474973	0.003665470497762641	0.002465026608663357	0.00085977446896151	0.001762984087811616	0.0022626224833620758	0	98				
0.004483579663145243	0.004205305715225942	0.0027006559669381295	0.0009842012701867422	0.0017829236962071137	0.0025947534927063423	0	98				
0.00402735908601527	0.003630751296814615	0.002568909077800504	0.0008433421061753159	0.0014584500082147657	0.0022370467014949658	0	98				
0.004711169313236775	0.004319521144728429	0.0029352770398608464	0.0011605190628227909	0.001775892273375929	0.0027400201037756098	0	98				
0.003959432622624442	0.0036093220437710964	0.0028877463998018423	0.0010949018452124943	0.0010716862228225999	0.002352111944491795	0	98				
0.00419177217659594	0.003162189737366657	0.0029482326369009576	0.0006828071593045791	0.0012435395396949824	0.0019224984483356181	0	98				
0.005014705353898148	0.002769700708986261	0.0038505618143752124	0.0008640862016124729	0.0011641435395229357	0.001816893455299367	0	98				
0.0040570097227546585	0.0037841753441513193	0.0028121540337577642	0.0008232690072429964	0.0012448556889968943	0.002303722175697158	0	98				
0.00463095177590408	0.00404259851191697	0.003110833977287125	0.0006622918168730508	0.0015201177986169552	0.0023524451643950105	0	98				
0.00458077875247463	0.003367276520960354	0.003277981298688496	0.0007426377864617436	0.0013027974537861342	0.0020549571537110487	0	98				
0.0037796712238576655	0.00361153401524145	0.002609994886278028	0.0007796378650424146	0.0011696763375796376	0.002195585940141932	0	98				
0.003875570424896263	0.003308977470367531	0.0029213626634539505	0.0007723411245862792	0.0009542077614423127	0.002040659297476905	0	98				
0.003585536547201331	0.0035533949713376484	0.002520872898987437	0.0009321472591451629	0.001064663648213894	0.0022427711152414056	0	98				
0.0036054975290340306	0.003535037953864927	0.0027239853749723222	0.0009345128074909609	0.0008815121540617084	0.002234775380677944	0	98				
0.0034570420339465942	0.0034038943843838288	0.002794874390912909	0.0010220425338397228	0.0006621676430336853	0.0022129684591117756	0	98				
0.0034697012073369097	0.0025495732869371367	0.002544327372369741	0.0006927011722297748	0.0009253738349671689	0.0016211372295834557	0	98				
0.003626210052627336	0.0030176196662344552	0.002851168481713023	0.0008600709053943371	0.000775041570914313	0.0019388452858143963	0	98				
0.0032716735699314372	0.0026439943428533583	0.002766492674148557	0.0008465861011744628	0.0005051808957828802	0.0017452902220139105	0	98				
0.0032807904957076416	0.003298810120384147	0.0026773478863189744	0.0009479694225288901	0.0006034426093886672	0.0021233897714565187	0	98				
0.003404867007799696	0.003418262181308172	0.0028222610028798218	0.0009585067615156001	0.0005826060049198742	0.002188384471411886	0	98				
0.003058752609420909	0.002632826689639963	0.002737411274035581	0.0008717747765718941	0.00032134133538532774	0.0017523007331059286	0	98				
0.0038487661927241743	0.0030848528609880425	0.0024942815201770916	0.0012773018946021153	0.0013544846725470827	0.002181077377795079	0	98				
0.003619040087793908	0.0021732346965623425	0.002341473120923533	0.0008785018937421975	0.001277566966870375	0.00152586829515227	0	98				
0.0035346184080649215	0.0022834842308620453	0.002490801729456993	0.0009556200365112091	0.0010438166786079285	0.001619552133686627	0	98				
0.003926509372546104	0.0022914046988801538	0.0025436211985090684	0.0011708482254572062	0.0013828881740370357	0.00173112646216868	0	98				
0.003446116639368942	0.002589800527760988	0.0024156908165811424	0.0010645641663860202	0.0010304258227877994	0.0018271823470735042	0	98				
0.0035510550970276307	0.0016861060293178265	0.0027932332089240543	0.0009188876964528234	0.0007578218881035765	0.001302496862885325	0	98				
0.003408597353504616	0.002108645267828027	0.0027534057639140696	0.001170167311000217	0.0006551915895905464	0.001639406289414122	0	98				
0.003572977980083581	0.0025218626701014758	0.0025715015963060062	0.0008007739227976238	0.0010014763837775747	0.0016613182964495498	0	98				
0.0035055378211741916	0.0024414746284712207	0.0025798270846969	0.0011679931324298904	0.0009257107364772916	0.0018047338804505555	0	98				
0.003169243827869383	0.0022223130627667537	0.0025680717964955318	0.0010368228251775545	0.0006011720313738511	0.001629567943972154	0	98				
0.006099018006432942	0.002076295819137454	0.005697205994716599	0.0010186919637666422	0.00040181201171634283	0.001547493891452048	0	98				
0.0032914302307716224	0.0024808636721540284	0.002356948261946088	0.0009161364348992166	0.0009344819688255346	0.0016985000535266225	0	98				
0.0034815338237512176	0.0024774454679116226	0.002702609766810141	0.0010943169381811447	0.0007789240569410767	0.0017858812030463835	0	98				
0.003563709651506697	0.002459693358756683	0.002683884888833325	0.0008756413349347186	0.0008798247626733719	0.0016676673468457009	0	98				
0.003566430236904127	0.0025503396314047484	0.002575631434049437	0.0009076030876558869	0.00099079880285469	0.0017289713595303176	0	98				
0.003380178041707944	0.0020473557471638	0.0025061509705248657	0.0005144212963195928	0.0008740270711830784	0.0012808885217416963	0	98				
0.0033543966734937715	0.0022483162327616418	0.00286093047464154	0.0010043638989834052	0.0004934661988522317	0.0016263400658725236	0	98				
0.00339643164642666	0.0024175142080565424	0.002713051599868969	0.00101226428300626	0.0006833800465576912	0.0017148892455314012	0	98				
0.003075831421411185	0.001971828103703988	0.002632448712439899	0.0009762049610510412	0.00044338270897128574	0.0014740165323775146	0	98				
0.0031906097427181574	0.0021625363626484894	0.0028216859220199873	0.0009460984668485172	0.0003689238206981702	0.0015543174147485033	0	98				
0.002886457696697782	0.0020117835217354526	0.0022163742185305458	0.0006679684053159703	0.0006700834781672364	0.0013398759635257114	0	98				
0.002782583983887859	0.0021980104992910996	0.0024039549118087407	0.0009290823813789306	0.0003786290720791184	0.001563546440335015	0	98				
0.0031116156347883437	0.002315773955775116	0.0025297076165116893	0.0007372427522553268	0.0005819080182766544	0.0015265083540152214	0	98				
0.0028790420381325016	0.0023816449705006976	0.002893694287830059	0.0011388815637208044	-1.4652249697557317e-05	0.001760263267110751	0	98				
0.0030234004690809736	0.0020964075627358325	0.0028006382122036226	0.0009176510830085955	0.00022276225687735103	0.001507029322872214	0	98				
